,中欧新蓝筹A,,,中欧消费主题A,,,中欧成长,,,中欧医疗健康A,,,中欧强债
,166002.OF,,,002621.OF,,,166006.OF,,,003095.OF,,,166008.SZ
日期,复权单位净值,,日期,复权单位净值,,日期,复权单位净值,,日期,复权单位净值,,日期,复权单位净值
Date,NAV_adj,,Date,NAV_adj,,Date,NAV_adj,,Date,NAV_adj,,Date,NAV_adj
2017-08-18,3.580098,,2017-08-18,1.084000,,2017-08-18,1.377557,,2017-08-18,1.035000,,2017-08-18,1.499231
2017-08-21,3.585432,,2017-08-21,1.087000,,2017-08-21,1.388729,,2017-08-21,1.043000,,2017-08-21,1.499522
2017-08-22,3.588632,,2017-08-22,1.080000,,2017-08-22,1.391173,,2017-08-22,1.037000,,2017-08-22,1.499522
2017-08-23,3.579564,,2017-08-23,1.079000,,2017-08-23,1.386402,,2017-08-23,1.034000,,2017-08-23,1.499231
2017-08-24,3.563028,,2017-08-24,1.067000,,2017-08-24,1.383958,,2017-08-24,1.025000,,2017-08-24,1.498940
2017-08-25,3.597967,,2017-08-25,1.077000,,2017-08-25,1.399669,,2017-08-25,1.026000,,2017-08-25,1.499376
2017-08-28,3.632107,,2017-08-28,1.089000,,2017-08-28,1.411655,,2017-08-28,1.030000,,2017-08-28,1.499667
2017-08-29,3.631040,,2017-08-29,1.086000,,2017-08-29,1.411306,,2017-08-29,1.026000,,2017-08-29,1.498795
2017-08-30,3.639575,,2017-08-30,1.100000,,2017-08-30,1.426668,,2017-08-30,1.033000,,2017-08-30,1.497631
2017-08-31,3.635574,,2017-08-31,1.101000,,2017-08-31,1.425737,,2017-08-31,1.030000,,2017-08-31,1.497050
2017-09-01,3.645176,,2017-09-01,1.104000,,2017-09-01,1.438888,,2017-09-01,1.040000,,2017-09-01,1.497631
2017-09-04,3.645176,,2017-09-04,1.105000,,2017-09-04,1.437142,,2017-09-04,1.047000,,2017-09-04,1.498068
2017-09-05,3.664646,,2017-09-05,1.107000,,2017-09-05,1.446219,,2017-09-05,1.049000,,2017-09-05,1.498068
2017-09-06,3.658245,,2017-09-06,1.105000,,2017-09-06,1.445638,,2017-09-06,1.041000,,2017-09-06,1.498358
2017-09-07,3.635574,,2017-09-07,1.095000,,2017-09-07,1.434931,,2017-09-07,1.043000,,2017-09-07,1.498795
2017-09-08,3.623305,,2017-09-08,1.095000,,2017-09-08,1.435629,,2017-09-08,1.047000,,2017-09-08,1.499522
2017-09-11,3.620638,,2017-09-11,1.106000,,2017-09-11,1.442612,,2017-09-11,1.051000,,2017-09-11,1.501266
2017-09-12,3.632640,,2017-09-12,1.110000,,2017-09-12,1.452757,,2017-09-12,1.048000,,2017-09-12,1.501703
2017-09-13,3.634507,,2017-09-13,1.117000,,2017-09-13,1.459213,,2017-09-13,1.058000,,2017-09-13,1.501703
2017-09-14,3.611837,,2017-09-14,1.119000,,2017-09-14,1.448146,,2017-09-14,1.054000,,2017-09-14,1.501703
2017-09-15,3.599834,,2017-09-15,1.118000,,2017-09-15,1.446037,,2017-09-15,1.052000,,2017-09-15,1.501703
2017-09-18,3.626239,,2017-09-18,1.127000,,2017-09-18,1.462375,,2017-09-18,1.058000,,2017-09-18,1.502284
2017-09-19,3.619571,,2017-09-19,1.121000,,2017-09-19,1.450254,,2017-09-19,1.051000,,2017-09-19,1.502284
2017-09-20,3.624372,,2017-09-20,1.130000,,2017-09-20,1.459872,,2017-09-20,1.063000,,2017-09-20,1.502575
2017-09-21,3.634240,,2017-09-21,1.123000,,2017-09-21,1.452098,,2017-09-21,1.057000,,2017-09-21,1.502720
2017-09-22,3.634507,,2017-09-22,1.123000,,2017-09-22,1.450254,,2017-09-22,1.059000,,2017-09-22,1.502575
2017-09-25,3.638775,,2017-09-25,1.124000,,2017-09-25,1.448936,,2017-09-25,1.068000,,2017-09-25,1.502430
2017-09-26,3.630240,,2017-09-26,1.126000,,2017-09-26,1.450649,,2017-09-26,1.064000,,2017-09-26,1.501993
2017-09-27,3.635041,,2017-09-27,1.128000,,2017-09-27,1.460794,,2017-09-27,1.066000,,2017-09-27,1.502575
2017-09-28,3.648910,,2017-09-28,1.140000,,2017-09-28,1.469359,,2017-09-28,1.081000,,2017-09-28,1.502720
2017-09-29,3.664646,,2017-09-29,1.147000,,2017-09-29,1.484906,,2017-09-29,1.080000,,2017-09-29,1.503593
2017-10-09,3.691050,,2017-10-09,1.158000,,2017-10-09,1.502825,,2017-10-09,1.096000,,2017-10-09,1.505047
2017-10-10,3.700119,,2017-10-10,1.164000,,2017-10-10,1.505855,,2017-10-10,1.111000,,2017-10-10,1.505047
2017-10-11,3.709454,,2017-10-11,1.182000,,2017-10-11,1.511653,,2017-10-11,1.130000,,2017-10-11,1.505774
2017-10-12,3.731324,,2017-10-12,1.180000,,2017-10-12,1.512970,,2017-10-12,1.137000,,2017-10-12,1.505919
2017-10-13,3.752928,,2017-10-13,1.184000,,2017-10-13,1.513629,,2017-10-13,1.145000,,2017-10-13,1.506210
2017-10-16,3.741193,,2017-10-16,1.175000,,2017-10-16,1.508359,,2017-10-16,1.140000,,2017-10-16,1.506355
2017-10-17,3.751328,,2017-10-17,1.174000,,2017-10-17,1.518768,,2017-10-17,1.143000,,2017-10-17,1.505774
2017-10-18,3.786801,,2017-10-18,1.186000,,2017-10-18,1.531680,,2017-10-18,1.154000,,2017-10-18,1.505774
2017-10-19,3.805737,,2017-10-19,1.199000,,2017-10-19,1.529572,,2017-10-19,1.166000,,2017-10-19,1.505919
2017-10-20,3.793202,,2017-10-20,1.193000,,2017-10-20,1.523906,,2017-10-20,1.160000,,2017-10-20,1.506065
2017-10-23,3.810805,,2017-10-23,1.198000,,2017-10-23,1.529308,,2017-10-23,1.179000,,2017-10-23,1.505919
2017-10-24,3.815872,,2017-10-24,1.200000,,2017-10-24,1.528913,,2017-10-24,1.183000,,2017-10-24,1.506065
2017-10-25,3.831342,,2017-10-25,1.207000,,2017-10-25,1.537345,,2017-10-25,1.200000,,2017-10-25,1.505774
2017-10-26,3.854013,,2017-10-26,1.221000,,2017-10-26,1.543933,,2017-10-26,1.193000,,2017-10-26,1.505628
2017-10-27,3.888419,,2017-10-27,1.240000,,2017-10-27,1.563302,,2017-10-27,1.204000,,2017-10-27,1.505628
2017-10-30,3.884418,,2017-10-30,1.225000,,2017-10-30,1.563170,,2017-10-30,1.191000,,2017-10-30,1.505483
2017-10-31,3.894286,,2017-10-31,1.222000,,2017-10-31,1.567254,,2017-10-31,1.189000,,2017-10-31,1.505338
2017-11-01,3.889219,,2017-11-01,1.221000,,2017-11-01,1.555660,,2017-11-01,1.188000,,2017-11-01,1.505628
2017-11-02,3.883351,,2017-11-02,1.223000,,2017-11-02,1.553156,,2017-11-02,1.196000,,2017-11-02,1.505628
2017-11-03,3.875350,,2017-11-03,1.228000,,2017-11-03,1.552893,,2017-11-03,1.208000,,2017-11-03,1.505774
2017-11-06,3.902821,,2017-11-06,1.260000,,2017-11-06,1.585042,,2017-11-06,1.246000,,2017-11-06,1.506501
2017-11-07,3.927626,,2017-11-07,1.259000,,2017-11-07,1.588862,,2017-11-07,1.240000,,2017-11-07,1.507082
2017-11-08,3.896953,,2017-11-08,1.252000,,2017-11-08,1.584119,,2017-11-08,1.223000,,2017-11-08,1.507082
2017-11-09,3.936427,,2017-11-09,1.258000,,2017-11-09,1.599008,,2017-11-09,1.231000,,2017-11-09,1.508536
2017-11-10,4.022309,,2017-11-10,1.287000,,2017-11-10,1.634319,,2017-11-10,1.243000,,2017-11-10,1.508536
2017-11-13,4.035111,,2017-11-13,1.288000,,2017-11-13,1.632738,,2017-11-13,1.248000,,2017-11-13,1.508391
2017-11-14,4.005506,,2017-11-14,1.267000,,2017-11-14,1.609153,,2017-11-14,1.216000,,2017-11-14,1.507519
2017-11-15,3.972433,,2017-11-15,1.268000,,2017-11-15,1.592947,,2017-11-15,1.208000,,2017-11-15,1.506937
2017-11-16,4.055915,,2017-11-16,1.296000,,2017-11-16,1.625359,,2017-11-16,1.236000,,2017-11-16,1.507519
2017-11-17,4.022042,,2017-11-17,1.276000,,2017-11-17,1.602961,,2017-11-17,1.202000,,2017-11-17,1.508246
2017-11-20,4.055115,,2017-11-20,1.276000,,2017-11-20,1.637349,,2017-11-20,1.222000,,2017-11-20,1.508536
2017-11-21,4.082586,,2017-11-21,1.301000,,2017-11-21,1.664755,,2017-11-21,1.218000,,2017-11-21,1.508391
2017-11-22,4.037245,,2017-11-22,1.276000,,2017-11-22,1.646309,,2017-11-22,1.199000,,2017-11-22,1.507082
2017-11-23,3.906288,,2017-11-23,1.221000,,2017-11-23,1.577400,,2017-11-23,1.146000,,2017-11-23,1.505919
2017-11-24,3.896153,,2017-11-24,1.221000,,2017-11-24,1.563960,,2017-11-24,1.148000,,2017-11-24,1.506646
2017-11-27,3.836943,,2017-11-27,1.199000,,2017-11-27,1.543538,,2017-11-27,1.129000,,2017-11-27,1.508100
2017-11-28,3.872149,,2017-11-28,1.212000,,2017-11-28,1.561457,,2017-11-28,1.146000,,2017-11-28,1.507664
2017-11-29,3.856413,,2017-11-29,1.194000,,2017-11-29,1.561062,,2017-11-29,1.136000,,2017-11-29,1.507228
2017-11-30,3.827875,,2017-11-30,1.186000,,2017-11-30,1.535896,,2017-11-30,1.135000,,2017-11-30,1.507373
2017-12-01,3.847345,,2017-12-01,1.189000,,2017-12-01,1.537609,,2017-12-01,1.141000,,2017-12-01,1.507228
2017-12-04,3.866281,,2017-12-04,1.208000,,2017-12-04,1.554474,,2017-12-04,1.157000,,2017-12-04,1.508246
2017-12-05,3.854013,,2017-12-05,1.209000,,2017-12-05,1.543538,,2017-12-05,1.144000,,2017-12-05,1.509409
2017-12-06,3.863614,,2017-12-06,1.207000,,2017-12-06,1.536950,,2017-12-06,1.150000,,2017-12-06,1.509990
2017-12-07,3.819606,,2017-12-07,1.189000,,2017-12-07,1.514024,,2017-12-07,1.146000,,2017-12-07,1.510281
2017-12-08,3.869749,,2017-12-08,1.214000,,2017-12-08,1.540771,,2017-12-08,1.163000,,2017-12-08,1.510863
2017-12-11,3.938827,,2017-12-11,1.253000,,2017-12-11,1.580298,,2017-12-11,1.212000,,2017-12-11,1.511154
2017-12-12,3.899887,,2017-12-12,1.242000,,2017-12-12,1.562247,,2017-12-12,1.212000,,2017-12-12,1.511008
2017-12-13,3.932693,,2017-12-13,1.268000,,2017-12-13,1.577795,,2017-12-13,1.218000,,2017-12-13,1.510863
2017-12-14,3.907089,,2017-12-14,1.276000,,2017-12-14,1.573710,,2017-12-14,1.224000,,2017-12-14,1.510863
2017-12-15,3.879884,,2017-12-15,1.263000,,2017-12-15,1.554342,,2017-12-15,1.207000,,2017-12-15,1.511299
2017-12-18,3.882284,,2017-12-18,1.269000,,2017-12-18,1.548808,,2017-12-18,1.208000,,2017-12-18,1.511154
2017-12-19,3.948162,,2017-12-19,1.280000,,2017-12-19,1.563170,,2017-12-19,1.222000,,2017-12-19,1.511299
2017-12-20,3.955897,,2017-12-20,1.298000,,2017-12-20,1.558822,,2017-12-20,1.231000,,2017-12-20,1.511154
2017-12-21,3.984702,,2017-12-21,1.309000,,2017-12-21,1.580430,,2017-12-21,1.254000,,2017-12-21,1.511008
2017-12-22,3.961765,,2017-12-22,1.298000,,2017-12-22,1.578322,,2017-12-22,1.245000,,2017-12-22,1.511154
2017-12-25,3.921758,,2017-12-25,1.295000,,2017-12-25,1.567913,,2017-12-25,1.243000,,2017-12-25,1.511444
2017-12-26,3.942828,,2017-12-26,1.289000,,2017-12-26,1.559085,,2017-12-26,1.236000,,2017-12-26,1.511154
2017-12-27,3.867348,,2017-12-27,1.266000,,2017-12-27,1.528122,,2017-12-27,1.212000,,2017-12-27,1.510572
2017-12-28,3.896687,,2017-12-28,1.289000,,2017-12-28,1.543801,,2017-12-28,1.227000,,2017-12-28,1.510572
2017-12-29,3.900154,,2017-12-29,1.287000,,2017-12-29,1.553024,,2017-12-29,1.240000,,2017-12-29,1.511154
2018-01-02,3.940428,,2018-01-02,1.292000,,2018-01-02,1.566727,,2018-01-02,1.235000,,2018-01-02,1.513044
2018-01-03,3.943095,,2018-01-03,1.300000,,2018-01-03,1.574633,,2018-01-03,1.240000,,2018-01-03,1.514207
2018-01-04,3.953763,,2018-01-04,1.321000,,2018-01-04,1.597031,,2018-01-04,1.252000,,2018-01-04,1.514643
2018-01-05,3.954030,,2018-01-05,1.317000,,2018-01-05,1.598086,,2018-01-05,1.250000,,2018-01-05,1.515661
2018-01-08,3.940961,,2018-01-08,1.323000,,2018-01-08,1.604146,,2018-01-08,1.252000,,2018-01-08,1.516243
2018-01-09,3.989236,,2018-01-09,1.351000,,2018-01-09,1.618771,,2018-01-09,1.279000,,2018-01-09,1.516243
2018-01-10,3.978568,,2018-01-10,1.361000,,2018-01-10,1.623251,,2018-01-10,1.277000,,2018-01-10,1.516388
2018-01-11,3.978835,,2018-01-11,1.353000,,2018-01-11,1.612315,,2018-01-11,1.275000,,2018-01-11,1.516388
2018-01-12,4.006573,,2018-01-12,1.367000,,2018-01-12,1.621934,,2018-01-12,1.293000,,2018-01-12,1.516241
2018-01-15,3.998038,,2018-01-15,1.363000,,2018-01-15,1.617322,,2018-01-15,1.283000,,2018-01-15,1.516388
2018-01-16,3.997238,,2018-01-16,1.368000,,2018-01-16,1.633396,,2018-01-16,1.297000,,2018-01-16,1.516535
2018-01-17,3.976434,,2018-01-17,1.344000,,2018-01-17,1.613238,,2018-01-17,1.277000,,2018-01-17,1.516535
2018-01-18,3.966299,,2018-01-18,1.343000,,2018-01-18,1.615609,,2018-01-18,1.269000,,2018-01-18,1.516828
2018-01-19,3.959898,,2018-01-19,1.332000,,2018-01-19,1.607309,,2018-01-19,1.266000,,2018-01-19,1.517563
2018-01-22,3.995104,,2018-01-22,1.372000,,2018-01-22,1.647099,,2018-01-22,1.288000,,2018-01-22,1.519031
2018-01-23,4.015108,,2018-01-23,1.373000,,2018-01-23,1.663832,,2018-01-23,1.291000,,2018-01-23,1.519324
2018-01-24,4.005506,,2018-01-24,1.362000,,2018-01-24,1.664491,,2018-01-24,1.295000,,2018-01-24,1.520058
2018-01-25,3.972433,,2018-01-25,1.351000,,2018-01-25,1.658694,,2018-01-25,1.269000,,2018-01-25,1.519765
2018-01-26,3.991370,,2018-01-26,1.356000,,2018-01-26,1.663832,,2018-01-26,1.270000,,2018-01-26,1.518884
2018-01-29,3.896153,,2018-01-29,1.315000,,2018-01-29,1.633792,,2018-01-29,1.221000,,2018-01-29,1.514920
2018-01-30,3.879350,,2018-01-30,1.314000,,2018-01-30,1.626150,,2018-01-30,1.217000,,2018-01-30,1.514773
2018-01-31,3.877483,,2018-01-31,1.332000,,2018-01-31,1.639062,,2018-01-31,1.222000,,2018-01-31,1.513599
2018-02-01,3.835343,,2018-02-01,1.315000,,2018-02-01,1.640643,,2018-02-01,1.198000,,2018-02-01,1.512424
2018-02-02,3.867082,,2018-02-02,1.313000,,2018-02-02,1.658694,,2018-02-02,1.201000,,2018-02-02,1.514626
2018-02-05,3.845744,,2018-02-05,1.278000,,2018-02-05,1.633792,,2018-02-05,1.174000,,2018-02-05,1.515067
2018-02-06,3.736659,,2018-02-06,1.243000,,2018-02-06,1.580694,,2018-02-06,1.129000,,2018-02-06,1.514626
2018-02-07,3.700652,,2018-02-07,1.213000,,2018-02-07,1.534051,,2018-02-07,1.118000,,2018-02-07,1.514920
2018-02-08,3.686516,,2018-02-08,1.230000,,2018-02-08,1.532602,,2018-02-08,1.133000,,2018-02-08,1.515654
2018-02-09,3.560361,,2018-02-09,1.209000,,2018-02-09,1.485696,,2018-02-09,1.104000,,2018-02-09,1.514920
2018-02-12,3.625972,,2018-02-12,1.246000,,2018-02-12,1.526937,,2018-02-12,1.155000,,2018-02-12,1.516388
2018-02-13,3.677448,,2018-02-13,1.254000,,2018-02-13,1.542352,,2018-02-13,1.168000,,2018-02-13,1.516975
2018-02-14,3.711587,,2018-02-14,1.261000,,2018-02-14,1.556582,,2018-02-14,1.181000,,2018-02-14,1.517416
2018-02-22,3.786534,,2018-02-22,1.299000,,2018-02-22,1.592288,,2018-02-22,1.209000,,2018-02-22,1.519177
2018-02-23,3.791868,,2018-02-23,1.294000,,2018-02-23,1.588731,,2018-02-23,1.201000,,2018-02-23,1.519324
2018-02-26,3.864948,,2018-02-26,1.300000,,2018-02-26,1.613369,,2018-02-26,1.220000,,2018-02-26,1.520792
2018-02-27,3.840410,,2018-02-27,1.283000,,2018-02-27,1.592420,,2018-02-27,1.212000,,2018-02-27,1.521380
2018-02-28,3.809738,,2018-02-28,1.265000,,2018-02-28,1.583460,,2018-02-28,1.202000,,2018-02-28,1.521380
2018-03-01,3.847878,,2018-03-01,1.278000,,2018-03-01,1.601116,,2018-03-01,1.220000,,2018-03-01,1.521820
2018-03-02,3.807871,,2018-03-02,1.271000,,2018-03-02,1.589126,,2018-03-02,1.211000,,2018-03-02,1.521673
2018-03-05,3.829208,,2018-03-05,1.270000,,2018-03-05,1.588072,,2018-03-05,1.220000,,2018-03-05,1.521967
2018-03-06,3.880951,,2018-03-06,1.283000,,2018-03-06,1.598217,,2018-03-06,1.248000,,2018-03-06,1.522407
2018-03-07,3.843611,,2018-03-07,1.271000,,2018-03-07,1.584383,,2018-03-07,1.246000,,2018-03-07,1.522407
2018-03-08,3.888685,,2018-03-08,1.285000,,2018-03-08,1.601248,,2018-03-08,1.286000,,2018-03-08,1.522848
2018-03-09,3.917224,,2018-03-09,1.297000,,2018-03-09,1.616927,,2018-03-09,1.293000,,2018-03-09,1.523141
2018-03-12,3.950563,,2018-03-12,1.299000,,2018-03-12,1.632342,,2018-03-12,1.304000,,2018-03-12,1.524316
2018-03-13,3.905222,,2018-03-13,1.282000,,2018-03-13,1.617981,,2018-03-13,1.282000,,2018-03-13,1.524903
2018-03-14,3.871882,,2018-03-14,1.279000,,2018-03-14,1.609680,,2018-03-14,1.268000,,2018-03-14,1.524609
2018-03-15,3.883084,,2018-03-15,1.298000,,2018-03-15,1.625096,,2018-03-15,1.283000,,2018-03-15,1.524316
2018-03-16,3.859347,,2018-03-16,1.281000,,2018-03-16,1.604542,,2018-03-16,1.273000,,2018-03-16,1.524756
2018-03-19,3.898820,,2018-03-19,1.293000,,2018-03-19,1.614950,,2018-03-19,1.317000,,2018-03-19,1.525197
2018-03-20,3.906822,,2018-03-20,1.293000,,2018-03-20,1.622988,,2018-03-20,1.346000,,2018-03-20,1.525637
2018-03-21,3.881751,,2018-03-21,1.283000,,2018-03-21,1.606123,,2018-03-21,1.339000,,2018-03-21,1.525931
2018-03-22,3.843077,,2018-03-22,1.263000,,2018-03-22,1.586623,,2018-03-22,1.329000,,2018-03-22,1.526811
2018-03-23,3.744927,,2018-03-23,1.236000,,2018-03-23,1.544724,,2018-03-23,1.303000,,2018-03-23,1.528426
2018-03-26,3.755062,,2018-03-26,1.242000,,2018-03-26,1.565278,,2018-03-26,1.349000,,2018-03-26,1.529454
2018-03-27,3.783867,,2018-03-27,1.251000,,2018-03-27,1.591761,,2018-03-27,1.367000,,2018-03-27,1.529601
2018-03-28,3.729191,,2018-03-28,1.217000,,2018-03-28,1.553552,,2018-03-28,1.339000,,2018-03-28,1.530629
2018-03-29,3.754528,,2018-03-29,1.231000,,2018-03-29,1.562379,,2018-03-29,1.317000,,2018-03-29,1.530922
2018-03-30,3.781733,,2018-03-30,1.241000,,2018-03-30,1.585042,,2018-03-30,1.365000,,2018-03-30,1.531803
2018-04-02,3.779599,,2018-04-02,1.238000,,2018-04-02,1.575555,,2018-04-02,1.364000,,2018-04-02,1.532537
2018-04-03,3.772932,,2018-04-03,1.242000,,2018-04-03,1.571602,,2018-04-03,1.362000,,2018-04-03,1.533271
2018-04-04,3.749727,,2018-04-04,1.254000,,2018-04-04,1.562775,,2018-04-04,1.346000,,2018-04-04,1.534152
2018-04-09,3.757996,,2018-04-09,1.248000,,2018-04-09,1.554079,,2018-04-09,1.348000,,2018-04-09,1.537969
2018-04-10,3.791068,,2018-04-10,1.260000,,2018-04-10,1.571602,,2018-04-10,1.366000,,2018-04-10,1.537969
2018-04-11,3.801203,,2018-04-11,1.263000,,2018-04-11,1.575555,,2018-04-11,1.366000,,2018-04-11,1.538556
2018-04-12,3.786267,,2018-04-12,1.257000,,2018-04-12,1.567518,,2018-04-12,1.394000,,2018-04-12,1.539290
2018-04-13,3.753461,,2018-04-13,1.247000,,2018-04-13,1.555133,,2018-04-13,1.359000,,2018-04-13,1.539143
2018-04-16,3.732658,,2018-04-16,1.243000,,2018-04-16,1.558163,,2018-04-16,1.381000,,2018-04-16,1.540318
2018-04-17,3.691851,,2018-04-17,1.225000,,2018-04-17,1.524697,,2018-04-17,1.338000,,2018-04-17,1.541052
2018-04-18,3.658778,,2018-04-18,1.224000,,2018-04-18,1.533393,,2018-04-18,1.351000,,2018-04-18,1.548246
2018-04-19,3.668913,,2018-04-19,1.246000,,2018-04-19,1.551443,,2018-04-19,1.366000,,2018-04-19,1.548246
2018-04-20,3.646243,,2018-04-20,1.229000,,2018-04-20,1.534315,,2018-04-20,1.369000,,2018-04-20,1.547512
2018-04-23,3.635841,,2018-04-23,1.225000,,2018-04-23,1.523906,,2018-04-23,1.367000,,2018-04-23,1.545750
2018-04-24,3.678782,,2018-04-24,1.251000,,2018-04-24,1.554210,,2018-04-24,1.387000,,2018-04-24,1.546631
2018-04-25,3.707053,,2018-04-25,1.258000,,2018-04-25,1.563697,,2018-04-25,1.442000,,2018-04-25,1.546190
2018-04-26,3.657978,,2018-04-26,1.232000,,2018-04-26,1.531943,,2018-04-26,1.413000,,2018-04-26,1.545456
2018-04-27,3.667313,,2018-04-27,1.237000,,2018-04-27,1.540771,,2018-04-27,1.453000,,2018-04-27,1.545309
2018-05-02,3.680915,,2018-05-02,1.262000,,2018-05-02,1.543143,,2018-05-02,1.462000,,2018-05-02,1.545897
2018-05-03,3.690250,,2018-05-03,1.281000,,2018-05-03,1.558427,,2018-05-03,1.452000,,2018-05-03,1.546190
2018-05-04,3.703053,,2018-05-04,1.293000,,2018-05-04,1.560008,,2018-05-04,1.480000,,2018-05-04,1.546484
2018-05-07,3.755862,,2018-05-07,1.334000,,2018-05-07,1.591761,,2018-05-07,1.511000,,2018-05-07,1.546924
2018-05-08,3.764130,,2018-05-08,1.337000,,2018-05-08,1.601906,,2018-05-08,1.493000,,2018-05-08,1.546777
2018-05-09,3.760396,,2018-05-09,1.333000,,2018-05-09,1.603751,,2018-05-09,1.495000,,2018-05-09,1.546337
2018-05-10,3.787334,,2018-05-10,1.352000,,2018-05-10,1.617981,,2018-05-10,1.542000,,2018-05-10,1.546043
2018-05-11,3.757729,,2018-05-11,1.336000,,2018-05-11,1.591366,,2018-05-11,1.492000,,2018-05-11,1.545456
2018-05-14,3.774799,,2018-05-14,1.352000,,2018-05-14,1.599271,,2018-05-14,1.492000,,2018-05-14,1.545897
2018-05-15,3.804137,,2018-05-15,1.372000,,2018-05-15,1.618771,,2018-05-15,1.535000,,2018-05-15,1.545603
2018-05-16,3.790268,,2018-05-16,1.379000,,2018-05-16,1.610339,,2018-05-16,1.548000,,2018-05-16,1.545309
2018-05-17,3.752928,,2018-05-17,1.351000,,2018-05-17,1.588994,,2018-05-17,1.520000,,2018-05-17,1.545016
2018-05-18,3.764397,,2018-05-18,1.357000,,2018-05-18,1.601775,,2018-05-18,1.527000,,2018-05-18,1.545163
2018-05-21,3.782000,,2018-05-21,1.362000,,2018-05-21,1.616663,,2018-05-21,1.526000,,2018-05-21,1.545897
2018-05-22,3.809738,,2018-05-22,1.371000,,2018-05-22,1.623646,,2018-05-22,1.560000,,2018-05-22,1.546043
2018-05-23,3.802270,,2018-05-23,1.357000,,2018-05-23,1.611657,,2018-05-23,1.557000,,2018-05-23,1.546484
2018-05-24,3.798536,,2018-05-24,1.346000,,2018-05-24,1.608363,,2018-05-24,1.569000,,2018-05-24,1.546631
2018-05-25,3.799336,,2018-05-25,1.347000,,2018-05-25,1.602697,,2018-05-25,1.597000,,2018-05-25,1.547071
2018-05-28,3.804937,,2018-05-28,1.383000,,2018-05-28,1.612052,,2018-05-28,1.614000,,2018-05-28,1.547805
2018-05-29,3.768131,,2018-05-29,1.369000,,2018-05-29,1.579244,,2018-05-29,1.531000,,2018-05-29,1.547952
2018-05-30,3.728390,,2018-05-30,1.363000,,2018-05-30,1.561457,,2018-05-30,1.522000,,2018-05-30,1.547658
2018-05-31,3.776132,,2018-05-31,1.398000,,2018-05-31,1.596636,,2018-05-31,1.566000,,2018-05-31,1.547512
2018-06-01,3.712921,,2018-06-01,1.371000,,2018-06-01,1.563302,,2018-06-01,1.492000,,2018-06-01,1.547512
2018-06-04,3.726523,,2018-06-04,1.394000,,2018-06-04,1.573579,,2018-06-04,1.495000,,2018-06-04,1.547512
2018-06-05,3.768664,,2018-06-05,1.410000,,2018-06-05,1.602170,,2018-06-05,1.551000,,2018-06-05,1.547071
2018-06-06,3.804671,,2018-06-06,1.412000,,2018-06-06,1.604278,,2018-06-06,1.584000,,2018-06-06,1.547365
2018-06-07,3.794802,,2018-06-07,1.392000,,2018-06-07,1.593606,,2018-06-07,1.563000,,2018-06-07,1.546924
2018-06-08,3.782800,,2018-06-08,1.378000,,2018-06-08,1.584646,,2018-06-08,1.564000,,2018-06-08,1.547071
2018-06-11,3.754528,,2018-06-11,1.369000,,2018-06-11,1.582406,,2018-06-11,1.513000,,2018-06-11,1.547512
2018-06-12,3.806537,,2018-06-12,1.403000,,2018-06-12,1.601643,,2018-06-12,1.551000,,2018-06-12,1.547218
2018-06-13,3.788401,,2018-06-13,1.387000,,2018-06-13,1.582406,,2018-06-13,1.529000,,2018-06-13,1.547071
2018-06-14,3.772131,,2018-06-14,1.375000,,2018-06-14,1.567650,,2018-06-14,1.515000,,2018-06-14,1.547218
2018-06-15,3.747060,,2018-06-15,1.363000,,2018-06-15,1.553420,,2018-06-15,1.490000,,2018-06-15,1.547365
2018-06-19,3.662245,,2018-06-19,1.315000,,2018-06-19,1.506514,,2018-06-19,1.461570,,2018-06-19,1.547512
2018-06-20,3.692384,,2018-06-20,1.334000,,2018-06-20,1.525882,,2018-06-20,1.519485,,2018-06-20,1.547512
2018-06-21,3.660645,,2018-06-21,1.324000,,2018-06-21,1.507173,,2018-06-21,1.519485,,2018-06-21,1.547805
2018-06-22,3.662779,,2018-06-22,1.333000,,2018-06-22,1.523379,,2018-06-22,1.532121,,2018-06-22,1.548686
2018-06-25,3.627821,,2018-06-25,1.338000,,2018-06-25,1.499794,,2018-06-25,1.543704,,2018-06-25,1.549273
2018-06-26,3.610342,,2018-06-26,1.338000,,2018-06-26,1.503822,,2018-06-26,1.538439,,2018-06-26,1.549273
2018-06-27,3.541362,,2018-06-27,1.302000,,2018-06-27,1.469244,,2018-06-27,1.482630,,2018-06-27,1.549273
2018-06-28,3.522323,,2018-06-28,1.278000,,2018-06-28,1.453690,,2018-06-28,1.466835,,2018-06-28,1.549860
2018-06-29,3.628133,,2018-06-29,1.318000,,2018-06-29,1.512432,,2018-06-29,1.534227,,2018-06-29,1.551916
2018-07-02,3.607845,,2018-07-02,1.298000,,2018-07-02,1.487574,,2018-07-02,1.551075,,2018-07-02,1.553531
2018-07-03,3.609718,,2018-07-03,1.279000,,2018-07-03,1.490907,,2018-07-03,1.530015,,2018-07-03,1.554558
2018-07-04,3.584123,,2018-07-04,1.261000,,2018-07-04,1.456745,,2018-07-04,1.501584,,2018-07-04,1.555146
2018-07-05,3.525132,,2018-07-05,1.246000,,2018-07-05,1.438831,,2018-07-05,1.462623,,2018-07-05,1.557348
2018-07-06,3.534184,,2018-07-06,1.250000,,2018-07-06,1.445080,,2018-07-06,1.462623,,2018-07-06,1.557495
